3441;1681
3441;598
3441;3914
1525;35
1525;4292
1525;1232
1525;3793
1525;2199
1525;1458
1525;2081
1525;1399
1525;731
1525;1647
1525;835
2291;4937
2291;156
2291;2808
2291;4020
2291;370
2291;2318
2291;2543
2291;4934
2286;575
2286;412
2286;643
2286;4863
2286;190
2286;3769
2286;636
2286;323
3050;2289
3050;424
3050;4991
3050;3990
3050;1855
3050;31
3050;4007
3050;3811
3050;2211
2666;1164
2666;862
2666;4941
2666;3276
2666;4254
2666;4320
2666;2716
2666;1996
2666;706
2666;4551
2666;2064
2666;4863
2666;2480
2666;1065
2666;3435
2666;3685
2666;212
2666;1879
2666;1931
2666;4366
2666;4152
2666;856
2666;2727
2666;2074
2666;3103
2666;4889
2666;1377
2666;3342
2666;5018
2666;1865
2666;2459
2666;4065
2666;4376
2666;575
3047;2578
3047;3828
3047;965
3047;3538
3047;1478
745;3939
745;2313
745;2749
745;4705
4955;68
4955;1458
4955;2084
4955;2667
4955;5167
4955;2348
4955;4922
4955;4292
4955;13
4955;1163
4955;3049
4955;5048
350;1510
350;4087
350;4263
350;1652
350;243
350;4216
350;4292
1879;4320
1879;396
1879;2727
1879;1367
1879;2074
1879;1996
1879;2555
1879;4376
1879;1640
1879;1022
1879;2666
726;4096
726;3692
726;515
726;1073
726;4380
726;1538
726;2454
726;2727
726;892
726;4376
726;256
726;1584
726;4959
726;931
726;5018
4936;821
4936;3538
4934;2808
4934;2318
4934;4088
4934;406
4934;2291
2635;2476
2635;3268
2635;1300
2635;4474
2635;4407
2635;4278
2635;2495
2635;764
2635;4552
2635;4626
2635;4532
2635;3340
2635;2668
2635;4339
2635;2116
2635;3619
2635;4292
2635;546
2635;3514
1865;2541
1865;3717
1865;4641
1865;1149
1865;3656
1865;2727
1865;1183
1865;2666
1865;2361
1865;5058
1865;3132
1865;714
1865;1718
1865;2073
1865;4915
1865;1532
1865;1065
1865;4608
332;4292
332;4339
332;4533
332;1143
332;4564
332;2633
332;100
4161;3297
4161;2524
4161;2727
711;184
711;2727
711;3415
711;945
4158;4339
4158;4863
4158;3196
4158;269
4158;963
4158;1449
4158;2771
4158;566
4158;3258
4158;1809
4158;2456
4158;5018
4158;4483
4158;575
4151;4174
4151;1466
4151;1833
4151;4453
4151;4419
4151;963
4151;3433
4151;4708
4151;2426
3377;2886
3377;2969
3377;4292
3377;2316
3377;4724
3377;363
306;2180
306;3294
306;4292
306;1322
1833;4551
1833;2933
1833;1448
1833;4387
1833;114
1833;4456
1833;4151
1833;4343
1833;4292
1833;4646
2598;4393
2598;2727
2598;1593
4130;2727
4130;1638
294;4292
4889;987
4889;1069
4889;2283
4889;2727
4889;3103
4889;3814
4889;2875
4889;1658
4889;3834
4889;2666
4889;618
4889;2192
2589;631
2589;2189
2589;2886
2589;1523
2589;1552
2589;2011
2589;4292
666;919
666;4292
1043;4174
1043;1975
1043;2298
1043;4243
1043;3848
1043;1955
1043;4637
1043;5049
1043;2861
1043;2130
1043;4482
1043;1156
1043;2246
1043;3847
1043;2019
1043;4456
1043;503
1043;2842
1043;2188
4872;4292
4872;945
4872;4059
4872;2565
4872;702
4872;1986
2188;1840
2188;1975
2188;4243
2188;1043
2188;4637
2188;2861
2188;100
2188;1156
2188;1918
2188;2026
2188;720
2188;4969
2188;4674
2188;947
655;1798
655;2727
655;3172
269;4775
269;3258
269;601
269;4254
269;2991
269;507
269;3883
269;4463
269;914
269;784
269;425
269;963
269;4648
269;4158
269;4121
269;881
1417;2727
1417;2875
4863;575
4863;3276
4863;578
4863;2480
4863;1065
4863;3435
4863;963
4863;3258
4863;2727
4863;1665
4863;4833
4863;2286
4863;4692
4863;1657
4863;5101
4863;3309
4863;1377
4863;4158
4863;2666
645;426
645;4028
645;3144
645;500
645;2775
645;1141
4092;2727
4092;1127
4092;1990
4092;1703
4092;1218
4092;4635
2558;2727
2558;3642
2558;2947
2558;2206
2558;4641
2558;1478
259;2602
259;135
259;2727
1023;3147
1023;2727
1023;4376
1023;3103
1023;3291
1023;3059
1023;4189
1023;5171
1023;4065
1023;1702
1023;2664
1023;2647
2170;947
2170;5049
2170;100
2170;4146
4085;1681
4085;598
4085;3914
4085;443
4085;995
4085;4476
1400;840
1400;3670
2549;2318
2549;461
2929;2654
2929;1296
2929;156
2929;2146
2929;2543
2543;1296
2543;3201
2543;156
2543;2146
2543;2929
2543;2291
4458;3669
244;5095
244;2191
244;2811
244;2888
244;577
244;459
244;5040
244;1970
244;3924
244;20
244;3505
244;4292
244;554
4456;4174
4456;4243
4456;1043
4456;1833
4456;2861
4456;2903
4456;100
4456;4387
4456;3198
4456;963
4456;114
4456;503
4456;556
4456;4035
2538;3538
2538;3489
2538;904
3680;2727
3680;3833
3680;4502
995;3878
995;1681
995;3124
995;2852
995;4557
995;598
995;3914
995;72
995;443
995;705
995;272
995;4085
3670;1400
604;3607
604;4953
604;2242
604;3063
604;2952
4429;4292
4429;4383
598;443
598;3441
598;4085
598;1681
598;977
598;3914
598;995
598;4476
3276;3258
3276;4254
3276;4863
3276;1065
3276;3435
3276;963
3276;1377
3276;1908
3276;2666
3276;2694
3276;2923
3276;856
3276;4062
3276;1657
970;1986
970;4292
968;1902
968;4243
968;617
968;2861
202;793
202;407
202;1625
202;3356
202;3475
202;395
202;4292
963;3276
963;3258
963;4254
963;4863
963;4062
963;5138
963;4150
963;269
963;4456
963;4151
963;4158
963;5018
963;2771
963;575
578;3817
578;4834
578;2727
578;1665
578;4863
578;1065
578;3435
578;3082
578;856
2875;987
2875;1417
2875;3939
2875;1069
2875;2454
2875;1966
2875;2727
2875;1579
2875;3103
2875;4889
2875;2813
2875;3834
2875;4992
2875;618
3258;575
3258;3276
3258;3464
3258;601
3258;1203
3258;2180
3258;4863
3258;190
3258;269
3258;963
3258;4522
3258;4254
3258;4180
3258;3423
3258;2685
3258;2814
3258;4158
3258;2456
3258;5018
575;3258
575;4863
575;190
575;2286
575;1478
575;5018
575;2771
575;963
575;4158
575;2666
4020;2291
188;3969
188;2455
188;1499
188;1977
188;3115
188;1387
188;2727
188;1807
188;5036
188;72
188;1887
188;3825
188;3345
188;423
188;559
188;4705
1717;1696
1717;4292
1717;2675
947;4867
947;4949
947;4637
947;5049
947;2861
947;3388
947;5138
947;2188
947;980
947;2170
2861;968
2861;1043
2861;1140
2861;5073
2861;2991
2861;4637
2861;5138
2861;1156
2861;1325
2861;2562
2861;947
2861;3355
2861;3726
2861;4493
2861;4243
2861;1909
2861;2662
2861;2019
2861;4456
2861;4674
2861;4308
2861;2842
2861;2188
178;2727
178;2957
178;2901
178;270
178;591
4387;114
4387;4456
4387;4506
4387;1833
4387;4343
4387;2933
4387;4646
554;4866
554;2886
554;4087
554;244
554;1552
554;4695
554;3770
554;4292
1703;4990
1703;5176
1703;2463
1703;1007
1703;1953
1703;2769
1703;2858
1703;2727
1703;3136
1703;4403
1703;2057
1703;2814
1703;638
1703;2453
1703;4092
1702;3147
1702;3862
1702;2727
1702;4599
1702;4776
1702;5171
1702;4693
